crime_id,crime_type,latitude,longitude,hour,day_of_week,victim_age,suspect_age,weapon_used,arrest_made
69,Burglary,67.62332296549909,88.08804778960092,20,Tue,27,44,Blunt Object,0
70,Homicide,-41.14244443031042,-16.581579072918657,20,Thu,39,53,None,0
71,Burglary,-89.33356677016496,-149.95723833439436,2,Sat,65,68,None,0
72,Homicide,-60.73898293234528,97.71831687396985,11,Wed,51,46,Knife,0
73,Burglary,-27.08589578950835,-162.78611301238973,11,Thu,62,30,Blunt Object,0
74,Fraud,-33.17019664131205,78.44918462018575,5,Sat,59,31,Knife,0
75,Homicide,52.44532544211947,147.9150750688391,9,Thu,13,25,Blunt Object,0
76,Robbery,32.50091990499081,-55.09116058679335,21,Wed,72,50,Knife,0
77,Vandalism,-36.07986246931849,-143.25775735038235,5,Fri,76,46,Knife,0
78,Theft,-7.606112910081592,-96.1689636752972,13,Fri,65,49,Gun,1
79,Burglary,-72.79936128749966,22.42136308514128,1,Thu,58,68,Knife,0
80,Assault,71.66636006761814,159.35750751819108,10,Thu,31,41,Knife,0
81,Burglary,78.37646840073614,4.421782759002042,14,Sat,21,62,Gun,0
82,Assault,86.36463636856885,-139.41457624918934,7,Sun,58,48,Blunt Object,0
83,Vandalism,66.33950954145078,46.00194253788166,21,Mon,22,19,Gun,0
84,Vandalism,-58.687040214679406,83.82417724365888,12,Tue,42,39,None,0
85,Vandalism,-81.68463302370681,-38.417878802595254,18,Sat,56,42,Gun,0
86,Assault,14.327410934281318,79.74506316434923,9,Thu,73,32,Gun,0
87,Burglary,74.26890483895988,-63.06378654989169,8,Thu,26,17,Knife,0
88,Vandalism,-58.07675490124629,104.07245457470884,17,Tue,43,42,Knife,0
89,Fraud,-88.73227536765447,-57.21402255477517,6,Wed,77,16,Knife,1
90,Homicide,54.98928828580398,-87.80144702377466,2,Sun,48,48,Blunt Object,0
91,Assault,-76.17677682838789,136.50530612096702,11,Fri,10,36,Knife,1
92,Assault,-15.53291425619453,17.450431623142634,14,Wed,14,36,Gun,0
93,Burglary,32.199720693981305,-77.34373605299349,21,Sun,49,67,Blunt Object,0
94,Assault,-47.376434617887575,156.63128027294425,20,Tue,72,44,Knife,0
95,Assault,-74.88673857958919,68.70642316777773,12,Tue,10,48,Blunt Object,0
96,Vandalism,48.60382112204917,-100.54785612399581,5,Mon,44,62,Knife,0
97,Burglary,23.431515279667465,41.27124765340102,7,Sat,26,15,None,0
98,Vandalism,87.92828720762486,133.32917926404883,13,Sat,69,43,Gun,0
99,Homicide,-28.024554002407328,70.6151313144207,2,Sat,10,33,Gun,0
100,Homicide,-78.88277046776406,-91.88670572635304,15,Sun,13,33,Gun,1
101,Vandalism,42.18300636035323,53.58539833002533,17,Sat,18,55,None,0
102,Homicide,3.9120153935842126,42.897374179272305,23,Mon,54,66,Gun,0
103,Burglary,-51.62329234995569,115.50371888832791,16,Fri,41,55,Gun,0
104,Theft,50.711218020856705,-115.87226508118806,17,Sat,78,43,Blunt Object,1
105,Vandalism,-53.32401254701013,71.86848012048955,9,Thu,23,57,Blunt Object,0
106,Fraud,-43.080902130071415,-170.14655083186727,16,Tue,60,47,Knife,0
107,Fraud,-73.34486021399056,70.62310822887633,15,Mon,32,65,Gun,1
108,Assault,-18.102189774446202,165.75742941788053,20,Wed,55,31,Knife,0
109,Homicide,-14.592739691264597,-117.22022415013771,23,Sat,36,52,Blunt Object,0
110,Fraud,2.621122262693717,-67.9320817851568,1,Mon,45,15,None,0
111,Assault,37.61356808227994,29.833765930278446,19,Wed,77,64,Blunt Object,0
112,Theft,73.09816716247664,83.66221650861206,3,Mon,41,55,Knife,0
113,Burglary,-65.20786220019446,-56.02629945436763,10,Wed,75,47,None,0
114,Burglary,-80.21734229724173,59.13323177044953,6,Mon,51,50,None,0
115,Burglary,-86.66437795302001,143.7403653130799,16,Mon,59,36,None,1
116,Fraud,-64.14815194761307,81.5611634007343,18,Sun,66,32,Knife,1
117,Theft,28.430907440692664,75.96817833680788,5,Sat,73,31,None,0
118,Fraud,40.945874039369386,-42.49056297001826,9,Fri,55,46,Blunt Object,1
119,Homicide,51.571028435061976,148.1145511817523,20,Thu,63,34,Blunt Object,0
120,Fraud,-46.13252185721832,-80.16374089401201,3,Tue,62,65,Knife,0
121,Theft,-34.93893361292642,-106.09907161690775,0,Thu,38,69,Blunt Object,0
122,Theft,-3.0357637982100982,-48.879383858458624,6,Fri,46,37,Knife,1
123,Homicide,-78.62704256515923,54.05623946585783,20,Sun,78,42,Knife,0
124,Theft,20.0054741780243,130.2040750300224,15,Sat,23,60,None,0
125,Theft,87.0723060616364,-132.45163835496584,16,Wed,36,40,Knife,0
126,Burglary,-25.054863951959533,112.96878381365866,23,Sun,14,21,Blunt Object,0
127,Homicide,45.51254551644911,112.61642208083822,4,Thu,53,55,Knife,1
128,Robbery,0.00610480252943546,31.290968372430996,21,Tue,24,34,None,0
129,Robbery,-66.99386801513111,93.83325824808924,22,Sat,76,55,Knife,0
130,Theft,14.802740784465541,-114.52294866542854,9,Tue,10,61,None,0
131,Robbery,-36.02263168006831,-118.94903970454317,6,Wed,33,25,None,0
132,Robbery,-83.80742247837752,130.60801228634176,12,Sun,71,21,None,0
133,Theft,24.287351421193875,-0.6665625955559165,6,Sun,66,52,Knife,0
134,Robbery,64.60782287845097,-91.46260286897433,14,Tue,29,41,Knife,0
135,Fraud,-27.94144195802265,67.94292873827655,16,Fri,67,23,Gun,0
136,Assault,-19.746801501701313,141.07506009631953,22,Thu,23,18,Gun,0
137,Homicide,70.38390293409807,47.636152539929924,2,Tue,62,63,Gun,0
138,Assault,56.44958640612407,-54.9557845415938,4,Thu,44,52,None,0
139,Theft,38.69150823931989,-6.034404494514774,9,Mon,71,43,Blunt Object,0
140,Burglary,-45.21652852443337,90.81700594032225,4,Thu,70,63,Gun,0
141,Homicide,73.83899789399601,-155.6995576059405,23,Wed,28,40,Knife,1
142,Theft,-62.205163642941656,-101.82077425568079,6,Fri,51,39,None,0
143,Burglary,22.818693495099936,-13.470052806199021,6,Sat,53,28,None,0
144,Assault,-84.81578750162663,37.52674707495552,21,Tue,10,51,Knife,0
145,Theft,25.86956513849026,-57.90038722476319,22,Sat,77,64,Gun,0
146,Homicide,-40.11401666279523,-72.57926812684295,13,Fri,55,42,Gun,1
147,Homicide,-9.0581441069304,-165.10168954810032,22,Thu,60,22,Blunt Object,0
148,Vandalism,-27.852380629730447,-168.2633620614789,14,Tue,41,56,Knife,1
149,Fraud,-58.90378387568222,-79.66985245098279,4,Fri,28,25,Knife,0
150,Robbery,21.956542216897333,10.982196032235493,4,Wed,48,68,Gun,1
151,Burglary,68.75559992530933,20.29373872034813,3,Mon,23,49,Blunt Object,1
152,Vandalism,82.63516361083262,-2.150102567927206,19,Sun,38,45,Blunt Object,1
153,Robbery,-55.37765463229529,-32.442953758979655,20,Mon,51,48,Knife,0
154,Robbery,39.12709933133522,-89.17502786592452,8,Wed,23,60,Gun,1
155,Theft,29.58108598902281,-35.75000462659841,11,Sat,20,50,Knife,0
156,Robbery,-28.19199787657694,-130.04641246121514,15,Mon,56,31,Gun,0
157,Fraud,-86.56214411632935,-138.50667755062676,21,Wed,33,63,Knife,0
158,Homicide,34.162424516315895,-72.0204275470351,7,Thu,31,35,None,0
159,Vandalism,80.18907490071004,178.32556671379905,8,Sat,58,40,None,0
160,Robbery,23.781621944817246,-62.46109889409655,11,Sat,64,55,Blunt Object,1
161,Theft,-11.647309646225864,157.12430052783787,19,Sun,64,42,None,1
162,Fraud,4.527700940093112,-38.785627523630154,6,Wed,79,67,Knife,0
163,Assault,-54.066814621214846,-21.95640316814064,20,Mon,44,36,Gun,0
164,Homicide,45.09794947567275,106.94263795280261,3,Sun,53,55,Gun,0
165,Homicide,44.35556940177281,-146.2902021189156,22,Sun,45,17,Gun,0
166,Vandalism,-63.80688593026351,-114.36720350628978,2,Thu,24,42,None,0
167,Homicide,68.03610884993864,170.58249539107732,0,Sat,54,50,None,1
168,Robbery,-41.54584689480505,2.1302423858500674,6,Wed,71,16,Gun,1
169,Theft,86.80609096859067,-164.0485144048931,8,Wed,59,60,Knife,0
170,Homicide,-21.077457473295752,-162.94293609982182,1,Sun,22,34,Knife,1
171,Homicide,-57.98086942779007,146.60664615986138,6,Sat,40,54,Blunt Object,0
172,Assault,-26.69037995778259,134.41143224113836,9,Sat,14,64,Gun,0
173,Assault,-10.76754083450524,-14.97632149976397,1,Thu,17,50,Gun,0
174,Burglary,-77.52460085310693,-121.24004905994445,12,Sat,22,22,Knife,0
175,Fraud,14.079308620192108,118.90245829049269,2,Tue,50,53,Gun,0
176,Robbery,17.57383917640206,-63.143961379325816,12,Mon,26,39,Blunt Object,0
177,Homicide,43.00748196290499,-29.13897648128568,9,Sat,41,29,Knife,0
178,Homicide,-84.74941938766621,65.69149645775448,11,Tue,14,44,Knife,0
179,Theft,7.422878598089426,-52.77659277324439,2,Thu,18,61,None,1
180,Burglary,-80.47666201128041,46.32117361138549,19,Thu,43,48,Blunt Object,1
181,Fraud,36.20595959399762,138.70177575933036,5,Fri,10,18,None,0
182,Burglary,-79.9689625738228,107.05437675881188,2,Fri,49,36,Blunt Object,0
183,Vandalism,74.11101270149388,-42.620013407822256,1,Thu,63,39,None,0
184,Fraud,36.374862039209376,-76.34284030665548,22,Fri,41,23,Gun,0
185,Homicide,1.3301577153282835,-77.21623845375876,21,Wed,59,37,Knife,1
186,Homicide,-10.529293809388506,-54.5071858644301,13,Tue,68,53,Gun,0
187,Fraud,-66.47892652561276,-2.333884779081984,14,Thu,71,64,Gun,0
188,Homicide,-37.620109878360644,-30.02490695018048,17,Wed,20,26,Blunt Object,0
189,Robbery,66.41263890376132,-132.11855244444317,18,Mon,32,28,Blunt Object,0
190,Fraud,72.8015060812489,-121.15589099979302,21,Mon,35,21,Blunt Object,0
191,Burglary,-89.8654124933044,-56.545340616653974,9,Fri,72,45,Gun,0
192,Fraud,16.944550465959225,22.343076021188637,19,Fri,55,20,Knife,0
193,Homicide,39.47410962452045,33.35902204805811,16,Wed,78,37,None,1
194,Robbery,21.374456842369128,-4.965456637213208,16,Mon,15,68,Blunt Object,1
195,Robbery,-75.29764232405628,85.95931723470522,18,Sat,60,33,Knife,0
196,Vandalism,-50.8095182161976,85.40956395242517,23,Thu,52,35,Knife,0
197,Burglary,-44.93875187135051,-26.054110192540122,3,Sat,51,33,Blunt Object,0
198,Assault,59.71043363491614,-135.20130812606007,10,Tue,22,68,Gun,1
199,Assault,-6.624101464394315,10.86291711616434,16,Sun,34,61,Gun,0
200,Fraud,-2.370921850577375,-42.67113696222026,23,Fri,11,33,None,0
201,Vandalism,78.28074837981154,-130.3477236850668,9,Wed,23,58,Knife,1
202,Theft,24.67545999384879,173.4541955873421,21,Sat,26,48,None,0
203,Fraud,71.76018627947948,-46.88805985916321,16,Fri,49,57,Gun,0
204,Vandalism,-7.828406038524065,45.287222263643145,11,Wed,48,27,Gun,0
205,Burglary,-63.101473466707034,-3.553609918825231,9,Mon,34,50,None,0
206,Burglary,77.38840693333543,-128.5818194819642,9,Fri,57,39,None,0
207,Burglary,-7.433079179843119,-160.0042955858746,5,Sun,58,47,Knife,0
208,Burglary,-57.30634406181206,45.27698942950522,16,Sat,42,35,None,0
209,Burglary,-35.568766745294,-91.0721266747612,18,Wed,36,48,None,0
210,Vandalism,-80.8555338559904,-92.28456013906259,1,Wed,54,60,Knife,1
211,Vandalism,-5.70589353785067,164.51142829571182,3,Sat,40,39,Gun,0
212,Robbery,63.563070943842575,-13.761610447935112,17,Sun,72,32,Knife,0
213,Assault,78.04448208120408,-169.40661605975188,20,Fri,47,57,Gun,0
214,Homicide,77.86839735065587,-57.656622546069556,3,Tue,49,25,Gun,0
215,Burglary,-67.45859538682558,30.416955210801603,5,Thu,67,33,None,0
216,Theft,-21.230301148009744,-61.71572933383652,13,Sun,74,63,Blunt Object,0
217,Homicide,-84.91882326287285,-170.33329654770876,6,Mon,20,63,None,1
218,Vandalism,63.92976209486511,-20.047944431975253,11,Sat,24,48,Blunt Object,0
219,Theft,-25.423962836170716,-141.87371897708,1,Sun,66,16,Blunt Object,0
220,Theft,23.601065020602263,42.89760887857358,17,Sat,34,44,None,0
221,Theft,38.681718853911946,43.05135608016769,23,Fri,48,59,None,0
222,Robbery,-12.627959446232026,-166.40670974457575,12,Fri,42,52,None,0
223,Vandalism,-34.84037942095626,-75.36014582422419,12,Tue,38,29,Blunt Object,1
224,Theft,83.19832382087003,-31.07294505395862,4,Mon,67,25,Gun,0
225,Burglary,83.60788050429377,18.095075229304058,6,Fri,20,38,Blunt Object,0
226,Fraud,-37.901453754596055,-73.41716530504976,11,Tue,22,18,Knife,0
227,Theft,-3.667482585997547,-76.41125548149667,13,Sat,78,33,None,1
228,Robbery,85.11194855880402,173.8854562500934,0,Thu,30,43,Blunt Object,1
229,Homicide,-89.12368662200942,-164.92939354047604,23,Wed,12,28,Blunt Object,0
230,Vandalism,-15.717915291753144,176.05634907281467,9,Thu,35,64,Gun,0
231,Robbery,-71.91764105742568,-162.80930121177724,8,Thu,42,31,None,1
232,Theft,1.6484338012684674,-76.19708599391309,9,Thu,31,22,Knife,1
233,Vandalism,-85.55940818271232,-2.271292211033966,6,Thu,71,27,Gun,0
234,Fraud,-16.75828234968698,-128.41259651484293,15,Wed,14,37,Blunt Object,0
235,Theft,-50.274166538639676,-131.45530949325942,11,Sat,28,43,Blunt Object,0
236,Robbery,5.995505242573344,-87.7274232260595,11,Mon,18,61,Knife,0
237,Assault,89.27885683812593,170.46258608648503,18,Mon,67,25,Blunt Object,1
238,Burglary,54.09649892281459,-43.157930805156894,12,Sat,33,30,Blunt Object,1
239,Homicide,62.215576492395854,23.75814177690907,20,Tue,48,64,None,1
240,Robbery,24.347697724634557,73.54490485739268,17,Tue,70,58,Gun,0
241,Vandalism,-82.51922731099346,87.19986078871574,2,Fri,57,37,Knife,0
242,Theft,-52.77641831205406,67.69474788432774,6,Thu,59,26,None,0
243,Burglary,76.5116201604699,-58.70585045097906,0,Thu,71,52,None,1
244,Theft,-24.099638772824775,-139.77798215181753,2,Wed,62,38,Gun,0
245,Vandalism,-71.3453892334568,-78.58206888004409,20,Thu,30,45,None,1
246,Theft,36.43296585591635,-104.29371836297761,13,Wed,47,52,Blunt Object,0
247,Assault,-36.097609691834165,-130.94017024704596,3,Fri,68,50,Knife,0
248,Burglary,-41.6057556772491,-171.18117656941726,18,Sun,52,15,None,1
249,Burglary,89.63594200048686,156.86130566102912,21,Tue,26,40,Knife,1
250,Vandalism,64.46500650479777,151.57237915632174,5,Tue,78,31,Knife,1
251,Homicide,-16.571192693788618,-161.84987797313906,19,Fri,53,50,Knife,0
252,Assault,86.44701740696982,-117.68955378465535,8,Fri,72,31,Blunt Object,1
253,Robbery,27.02038021545846,-129.77983027339428,10,Sat,32,51,Knife,0
254,Theft,43.564041338356844,-78.75974360825376,21,Thu,77,41,Gun,0
255,Fraud,-84.32765224520192,-106.5352066276532,14,Tue,35,39,Knife,1
256,Theft,-68.11105331734973,160.50727346322782,8,Mon,57,44,Blunt Object,0
257,Theft,23.955322769322905,-149.6986428383266,10,Fri,56,55,Blunt Object,0
258,Robbery,71.82431687690709,-103.79850227837883,9,Tue,55,39,Gun,0
259,Theft,22.273870695767215,-150.93961035015082,1,Tue,38,52,Gun,0
260,Assault,-65.87551902258147,172.93872551199712,21,Wed,43,46,Blunt Object,1
261,Assault,-69.16319167566157,150.6288632749218,13,Sun,19,26,Blunt Object,1
262,Burglary,61.95346124833469,77.98737231554793,3,Tue,29,63,Gun,0
263,Vandalism,-64.92557903257543,-26.6497084008312,1,Fri,43,35,Blunt Object,0
264,Homicide,3.6417528907245753,-111.53587121136269,4,Sun,22,56,None,1
265,Fraud,-83.31960240678559,-100.26369899274873,13,Sun,19,48,Knife,0
266,Theft,-75.47944186958807,-20.50559691983588,14,Thu,54,15,Blunt Object,0
267,Theft,31.022688175715672,96.56016168113337,18,Tue,17,27,Blunt Object,0
268,Robbery,34.052653876953,-84.6973814403748,5,Mon,14,67,Blunt Object,0
269,Vandalism,-28.53550681048037,-68.1149114875272,14,Fri,29,35,None,0
270,Assault,-51.19024225625194,35.979944905609415,13,Thu,53,15,Knife,0
271,Fraud,56.46784873631543,-94.4174295798287,7,Sat,67,27,Gun,0
272,Burglary,-50.92141869541974,30.318703665409288,19,Thu,29,45,None,0
273,Assault,7.56487253994834,-40.63287842197755,11,Fri,49,37,None,0
274,Vandalism,84.27759135532298,-167.6274458755147,3,Sat,25,17,Gun,1
275,Homicide,-63.38656118477092,-35.02753695649301,20,Thu,13,25,Gun,0
276,Burglary,79.3577281490476,151.02910062689216,5,Mon,19,43,Blunt Object,0
277,Homicide,-57.079250447639645,-74.47972351195419,10,Tue,60,68,Gun,0
278,Robbery,12.13977744418132,-63.78033980287117,22,Fri,57,62,None,0
279,Robbery,-22.138611847425977,-156.26128029865671,21,Tue,29,32,Blunt Object,1
280,Theft,83.68714827032866,41.417081484945925,6,Tue,41,39,Gun,0
281,Homicide,-40.76243477965136,125.727251147402,3,Thu,75,48,None,0
282,Vandalism,-18.06155962456434,-52.94775848648341,14,Fri,69,32,Knife,0
283,Fraud,86.9148212139757,-93.51159929280416,0,Tue,20,63,Gun,0
284,Burglary,6.564670413925171,164.3802674989891,8,Wed,29,15,None,0
285,Assault,0.47342081182563334,88.22614125293586,22,Mon,32,42,Blunt Object,0
286,Vandalism,-43.599872123281564,24.178881341975256,19,Sat,44,18,Gun,0
287,Vandalism,36.245440855879465,-70.00878011584173,7,Thu,26,69,Gun,0
288,Robbery,-87.41286868000003,-100.5127135284957,11,Fri,19,66,Blunt Object,1
289,Homicide,-81.08772665358717,77.66785404016821,6,Fri,47,35,Blunt Object,0
290,Theft,17.88454568444449,7.8439741694438965,17,Thu,41,20,None,0
291,Theft,-28.498576712678258,7.415934049073172,0,Tue,63,35,Blunt Object,1
292,Burglary,81.5969469961729,-153.46446527799225,8,Thu,66,51,None,0
293,Robbery,72.57432433010143,4.39001163345813,6,Sun,34,44,None,0
294,Vandalism,38.467126561807305,116.18785117421771,13,Fri,23,34,Blunt Object,0
295,Fraud,57.26620460300424,160.84774000647326,0,Wed,54,55,Gun,0
296,Robbery,30.119732940184804,-141.59433690657534,12,Sun,53,46,Blunt Object,0
297,Burglary,-67.39522151217108,47.21947585166549,19,Tue,47,67,Blunt Object,1
298,Burglary,47.79780654405647,24.605010287368884,14,Sat,45,45,Knife,0
299,Robbery,-52.16544563060765,140.51249674133106,4,Thu,48,50,Knife,0
300,Burglary,-31.780286081964583,90.44785086655372,4,Fri,48,39,Blunt Object,0
301,Robbery,57.46215817843563,167.49427289951274,13,Sat,22,19,Gun,0
302,Assault,6.574609510820679,165.61171352951862,13,Fri,75,22,Gun,1
303,Robbery,64.78932855301366,-98.75336639572052,13,Fri,43,31,None,0
304,Homicide,-51.65364242821245,81.12631388415195,4,Wed,24,29,Blunt Object,0
305,Robbery,19.400118949239697,10.988312891361971,10,Tue,67,34,Blunt Object,0
306,Burglary,-74.91762494131291,-102.74328172249004,18,Thu,68,59,Knife,0
307,Homicide,25.750978837205338,-109.84713040173574,4,Tue,75,61,Knife,1
308,Burglary,47.256126799596245,-150.80963714413687,3,Fri,61,43,Knife,0
309,Theft,15.287560916169895,106.39629951072806,14,Wed,78,50,None,0
310,Theft,-42.07832973021416,-63.17827897679656,20,Sat,14,64,Blunt Object,1
311,Homicide,-84.35831960540399,128.50878071842794,6,Sun,52,65,Knife,1
312,Assault,-68.49920088642855,38.99353176835723,4,Wed,17,42,Blunt Object,1
313,Theft,22.01453623332472,62.50800774184589,14,Fri,72,22,None,1
314,Robbery,78.19563903165246,-74.9974501403292,13,Tue,77,28,Gun,0
315,Burglary,-52.823807285038846,-15.374059417553923,23,Sat,44,47,None,1
316,Theft,42.30470683891778,-31.565671890075038,23,Tue,41,48,Blunt Object,1
317,Theft,65.96119138482749,-95.15208098714356,2,Wed,33,66,Blunt Object,0
318,Assault,3.7587921205519876,119.70438066964533,4,Sat,59,43,Blunt Object,0
319,Homicide,30.467843251858397,43.9504220903836,11,Mon,68,36,Gun,0
320,Homicide,56.70275700170666,-166.52448811689476,19,Wed,74,17,Blunt Object,0
321,Vandalism,-43.07847160669316,115.17012697632782,13,Sat,47,62,Knife,0
322,Assault,-36.55877863175226,-141.82640782970708,4,Wed,47,37,Gun,0
323,Robbery,-89.88704700687789,-34.669283928278674,23,Thu,30,17,Gun,1
324,Homicide,83.35694356160445,25.652484586936055,3,Wed,32,20,Gun,0
325,Burglary,75.15808102734206,-177.24555156196152,20,Sun,55,54,None,1
326,Assault,47.622287476697466,55.046917959457005,15,Mon,78,37,None,1
327,Theft,-75.76631622420334,57.49305824169255,6,Sat,39,26,None,0
328,Burglary,-9.449479854088537,54.90947416775282,2,Sat,49,19,Gun,0
329,Burglary,-71.6594842851205,-121.15154228174023,21,Wed,79,19,Gun,0
330,Theft,-87.13435189269624,-87.93636236152221,3,Tue,78,17,Blunt Object,1
331,Assault,20.912933738267512,-90.94470496821351,19,Thu,51,18,Gun,1
332,Theft,82.9492950744339,165.62411394466932,21,Sun,27,38,Knife,1
333,Vandalism,72.51624421778703,-155.68985259868418,5,Thu,68,19,None,1
334,Burglary,35.41586668837279,-25.64585722673857,2,Wed,22,45,Blunt Object,0
335,Fraud,-72.60469485032314,133.65140609526986,0,Thu,30,49,Knife,0
336,Fraud,-40.65047321898598,97.00775800117776,2,Thu,77,56,Knife,0
337,Robbery,-32.389789160647624,116.07916487361365,23,Wed,70,33,Knife,0
338,Homicide,47.36701039420103,170.0256902840399,7,Mon,47,22,Gun,0
339,Theft,54.40485226232053,-40.58574758165199,15,Sat,49,42,None,1
340,Theft,-20.68089786181433,-68.524101223034,21,Wed,36,69,Knife,0
341,Robbery,-14.780880608830259,-168.96258354592896,6,Tue,67,52,Blunt Object,0
342,Robbery,-81.98837293028916,-125.99302975564964,17,Fri,75,37,None,1
343,Robbery,-37.955390684623026,22.32527563548868,8,Mon,52,21,None,0
344,Burglary,-8.768668108024812,-123.24218578079757,2,Wed,29,52,Gun,0
345,Vandalism,-68.94305165065364,85.06980575312787,17,Mon,44,27,Knife,1
